D492_1	D492_2	D492_3	D492M_1	D492M_2	D492M_3	D492_Her2_1	D492_Her2_2	D492_Her2_3	ANOVA Significant	-Log ANOVA p value	ANOVA q-value	Protein Names	Protein ID	Gene Name (GN)
-0.737667441368103	-1.20903778076172	-1.57711541652679	0.378419280052185	0.491797029972076	0.548600256443024	1.22695326805115	1.12088048458099	-0.242829695343971	+	2.00809788885685	0.00348851148851149	Eukaryotic initiation factor 4A-I	P60842	EIF4A1
-0.754687011241913	-1.10030210018158	-1.29523992538452	0.998604655265808	0.870508909225464	1.57549583911896	-0.22356054186821	-0.390702188014984	0.319882303476334	+	3.15913133988897	0.000647540983606557	Alpha-actinin-4	O43707	ACTN4
1.37968480587006	1.38142728805542	0.890271246433258	-0.0821178704500198	-0.616575539112091	-0.798108816146851	-0.773818135261536	-1.33054232597351	-0.0502206906676292	+	2.40651747570972	0.00170566037735849	Profilin-1	P07737	PFN1
0.520471930503845	0.458799362182617	0.513455390930176	-0.764218747615814	-1.91380202770233	-0.661438167095184	1.25178968906403	0.940452873706818	-0.345510333776474	+	1.5669434828215	0.00948778565799843	Nucleophosmin	P06748	NPM1
1.22235727310181	1.33224260807037	1.26978123188019	-0.780068457126617	-0.828906297683716	-1.20842528343201	-0.28128319978714	-0.262089371681213	-0.463608533143997	+	5.26359923972089	0	Protein S100-A2	P29034	S100A2
-1.56508910655975	-1.17303276062012	-0.700799643993378	-0.0741045698523521	-0.124527856707573	0.483290523290634	0.844076156616211	1.30977725982666	1.00041007995605	+	3.14731822712816	0.000665314401622718	Triosephosphate isomerase	P60174	TPI1
0.659266650676727	1.26391232013702	0.717417895793915	0.400076389312744	0.0184868760406971	0.4050053358078	-1.17620646953583	-0.393002599477768	-1.89495635032654	+	2.22560323085123	0.00231746031746032	Exportin-2	P55060	CSE1L
-0.569413661956787	-0.490623712539673	-0.734830796718597	-0.911152839660645	-0.703206658363342	-0.547408819198608	1.31504583358765	1.48262631893158	1.15896439552307	+	5.18031961389734	0	78 kDa glucose-regulated protein	P11021	HSPA5
-0.327216535806656	0.202719300985336	0.118190675973892	1.32641434669495	0.978039860725403	0.910133063793182	-1.5004061460495	-1.39428424835205	-0.313590288162231	+	2.55645952652253	0.00148976807639836	Histone H2A type 2-C	Q16777	HIST2H2AC
-0.878321945667267	-1.08395874500275	-0.120282001793385	1.72018384933472	0.491978853940964	0.66795289516449	0.192675903439522	0.470411002635956	-1.46063983440399	+	1.04861895167491	0.029880650994575	Heterogeneous nuclear ribonucleoprotein A1	F8W6I7	HNRNPA1
1.07669758796692	0.441367477178574	0.633913993835449	-1.46621358394623	-1.59183180332184	-0.561008334159851	-0.104296609759331	0.777110576629639	0.794260680675507	+	2.29621804750839	0.00202364066193853	Clathrin heavy chain 1	Q00610	CLTC
1.03865420818329	1.13911116123199	1.17312037944794	-1.32181179523468	-1.04778468608856	-1.17187607288361	0.0110357878729701	0.169894993305206	0.00965606514364481	+	6.28251551828923	0	Transketolase	P29401	TKT
-0.854607343673706	-1.04830145835876	-1.13874650001526	1.18038642406464	1.43087160587311	1.09668970108032	0.0102110859006643	-0.309965759515762	-0.366537690162659	+	4.90655478542746	0	Transitional endoplasmic reticulum ATPase	P55072	VCP
0.336727172136307	0.757634162902832	1.29096031188965	0.0251059830188751	0.11156851798296	1.08913516998291	-0.945541322231293	-1.33255171775818	-1.33303833007813	+	2.41252167914165	0.00168181818181818	Nucleoside diphosphate kinase	Q32Q12	NME1-NME2
-1.2397962808609	-1.29187607765198	-1.13950026035309	0.295680373907089	0.0101140486076474	0.237447202205658	0.956582427024841	0.886723697185516	1.28462481498718	+	5.20016729595528	0	Fructose-bisphosphate aldolase A	P04075	ALDOA
1.27804183959961	1.42466187477112	0.961152255535126	-0.934350192546844	-0.954933881759644	-1.22672891616821	-0.170685797929764	-0.296058684587479	-0.0810984149575233	+	4.8810539034431	0	Fascin	Q16658	FSCN1
1.32465982437134	-0.205534860491753	0.0102750696241856	-1.1068207025528	-0.702645123004913	-1.1020290851593	1.35574805736542	1.03193986415863	-0.605593085289001	+	1.00798014365801	0.0332615564657695	40S ribosomal protein SA (Fragment)	C9J9K3	RPSA
-0.873366415500641	-0.824003934860229	-1.06445956230164	-0.181189775466919	-0.164713010191917	-0.460887908935547	1.0863344669342	0.573384940624237	1.90890121459961	+	2.7152197703038	0.00115254237288136	Endoplasmin	P14625	HSP90B1
-0.767523348331451	-1.42093169689178	-1.58233976364136	0.54793381690979	1.12069821357727	0.817971169948578	0.651474952697754	0.454569190740585	0.178147494792938	+	3.27135646319245	0.000632054176072235	Heterogeneous nuclear ribonucleoprotein K	P61978	HNRNPK
1.32878625392914	1.25822234153748	1.28243029117584	-1.10344743728638	-0.547509372234344	-0.988115727901459	-0.46888992190361	-0.41985023021698	-0.341626286506653	+	4.92206731284834	0	Serpin B5	P36952	SERPINB5
0.458503991365433	0.299121081829071	0.72531521320343	-1.09840786457062	-1.44996380805969	-1.07570469379425	1.37382590770721	0.896686851978302	-0.12937667965889	+	2.30785659520706	0.00202843601895735	60S acidic ribosomal protein P2	P05387	RPLP2
1.49599170684814	0.733418881893158	0.176949545741081	0.608291387557983	0.0872566774487495	0.509981691837311	-1.13946866989136	-1.55264282226563	-0.919778406620026	+	2.43237846795833	0.0016968152866242	Alpha-actinin-1	P12814	ACTN1
8.84588371263817E-05	-0.104536756873131	-0.0985313057899475	-1.13116776943207	-1.12958168983459	-1.04267823696136	0.916991472244263	1.0270516872406	1.5623642206192	+	4.51324193564145	0.00072	Phosphoglycerate kinase 1	P00558	PGK1
1.59565579891205	-0.186922162771225	0.553573966026306	-0.819084405899048	-1.41152393817902	-1.18703091144562	0.459108918905258	0.906245112419128	0.0899775251746178	+	1.73208662624308	0.00633766233766234	Tubulin beta-8 chain	Q3ZCM7	TUBB8
1.61260914802551	0.766767561435699	0.482603311538696	-0.918831467628479	-1.15351247787476	-1.19983661174774	0.746013045310974	0.251189410686493	-0.587001979351044	+	2.06113137127974	0.00289927310488058	Heat shock 70 kDa protein 1B	P0DMV9	HSPA1B
-1.33853697776794	-0.487678617238998	-0.320400327444077	-0.19840481877327	-0.943433523178101	-0.24180568754673	1.65969085693359	1.36878347396851	0.501785457134247	+	2.03986383378081	0.00324512820512821	Peroxiredoxin-1	Q06830	PRDX1
-1.63925588130951	-0.827540516853333	-0.108109228312969	1.08817422389984	1.32897555828094	0.670644402503967	-0.825281858444214	-0.336946994066238	0.649340271949768	+	1.50294455287927	0.0107411944869832	Annexin A5	P08758	ANXA5
1.14465010166168	1.2676420211792	1.43077659606934	-0.273351490497589	-0.286625981330872	-0.475738406181335	-0.969038605690002	-0.810069501399994	-1.02824473381042	+	5.81373376361037	0	ATP synthase subunit beta, mitochondrial	P06576	ATP5B
-1.09331595897675	-0.852421820163727	-0.851990222930908	0.102016493678093	-1.15017127990723	0.709881007671356	1.19123768806458	0.652368903160095	1.29239511489868	+	1.75847055164663	0.00601229148375768	Heterogeneous nuclear ribonucleoprotein U	Q00839	HNRNPU
0.964970171451569	0.147100895643234	0.212145835161209	-2.032466173172	-0.936492562294006	-0.426492393016815	1.07682907581329	0.778604328632355	0.215800777077675	+	1.71653772128213	0.00650684931506849	40S ribosomal protein S3	P23396	RPS3
-1.11823976039886	-0.923021137714386	-0.933773994445801	-0.0839814245700836	-0.252194732427597	-0.35204553604126	0.976701259613037	0.97700434923172	1.70955085754395	+	3.84359145686722	0.000364864864864865	Transgelin-2	P37802	TAGLN2
-0.136718094348907	1.29081225395203	0.574023902416229	-0.866106808185577	-1.70664465427399	-0.688313066959381	0.489926815032959	1.25126433372498	-0.208244651556015	+	1.42662648392072	0.0124904552129222	Eukaryotic translation initiation factor 5A-1	P63241	EIF5A
-0.118363820016384	-0.16426232457161	-0.672666728496552	-1.31970643997192	-0.672302007675171	-0.667855262756348	1.44344758987427	1.54692959785461	0.624779403209686	+	2.73418197693511	0.00107668231611894	Receptor of activated protein C kinase 1	P63244	RACK1
1.47405529022217	1.21068286895752	1.20317733287811	-0.376886487007141	-0.371729224920273	-0.431350231170654	-0.861126601696014	-0.940239667892456	-0.906583309173584	+	6.53806821316994	0	Glycogen phosphorylase, brain form	P11216	PYGB
0.558697462081909	-1.00420415401459	0.180532619357109	0.98014760017395	0.45057687163353	1.35271394252777	-0.483195781707764	-0.196459010243416	-1.83880960941315	+	1.16170191799941	0.0229104859335038	T-complex protein 1 subunit gamma	P49368	CCT3
-1.23820340633392	-1.0219841003418	-1.44597578048706	-0.00525925401598215	0.128597244620323	0.62680846452713	0.939529418945313	0.952230036258698	1.06425726413727	+	4.18894439892837	0.000514285714285714	Phosphoglycerate mutase 1	P18669	PGAM1
0.53071129322052	0.0802112445235252	-0.42295378446579	-0.903981924057007	-0.645847737789154	-1.74427855014801	1.18093514442444	1.02740025520325	0.897804021835327	+	2.52136761427716	0.00156382978723404	60S acidic ribosomal protein P0	P05388	RPLP0
1.23770749568939	1.29505634307861	0.990781962871552	-0.181345239281654	-0.352571308612823	0.159499108791351	-1.30003654956818	-1.26141571998596	-0.587675988674164	+	3.58875168086365	0.000470588235294118	Moesin	P26038	MSN
0.633430957794189	0.312186747789383	0.586190044879913	0.870261609554291	1.04693341255188	0.173235654830933	-1.79561412334442	-1.35020017623901	-0.476424157619476	+	2.28239780747932	0.00210994152046784	DNA-dependent protein kinase catalytic subunit	P78527	PRKDC
0.972614824771881	0.627085208892822	0.242946296930313	-1.2848904132843	-0.899760246276855	-1.60597813129425	0.573642909526825	0.307292640209198	1.06704688072205	+	2.97784902218202	0.000804428044280443	Chloride intracellular channel protein 1	O00299	CLIC1
0.325098425149918	0.309471011161804	1.26164615154266	-0.950976073741913	-1.21773910522461	-1.54972088336945	0.819779932498932	0.850094437599182	0.15234611928463	+	2.60213544870665	0.0013109243697479	40S ribosomal protein S4, X isoform	P62701	RPS4X
1.36328852176666	-0.363342106342316	0.330692708492279	0.153851121664047	0.948000907897949	0.722641050815582	-0.862273514270782	-0.410437732934952	-1.88242089748383	+	1.28578117715894	0.016901023890785	Elongation factor 1-delta	P29692	EEF1D
-1.1371796131134	-1.19724631309509	-0.971838712692261	-0.0411856211721897	-0.0178819838911295	-0.115360528230667	0.968128859996796	0.924719572067261	1.58784437179565	+	4.24507481449706	0.000542713567839196	Protein disulfide-isomerase	P07237	P4HB
0.980562210083008	-0.0165641494095325	0.282972484827042	1.00666677951813	1.01995360851288	0.428785175085068	-1.38999402523041	-1.39595282077789	-0.916429221630096	+	2.84246633035718	0.000956228956228956	Glutathione S-transferase P	P09211	GSTP1
-0.518608272075653	-0.816378057003021	-1.75569498538971	1.36702787876129	-0.467160105705261	1.13341796398163	0.663010597229004	0.412963896989822	-0.0185788739472628	+	1.24992857667124	0.0182441627751835	Calmodulin	P62158	CALM1
1.33437359333038	1.29931461811066	1.12550330162048	-0.610770881175995	-1.22753477096558	-0.232418432831764	-0.734869778156281	-0.886592507362366	-0.0670052766799927	+	2.8323093782374	0.000948247078464107	14-3-3 protein zeta/delta	P63104	YWHAZ
1.72209477424622	0.338057190179825	1.45677769184113	-0.100491628050804	-0.805625736713409	-0.86136782169342	-0.0859281495213509	-0.88557755947113	-0.777938723564148	+	1.9322461847356	0.00400767018216683	Thioredoxin	P10599	TXN
0.200213566422462	-1.00650870800018	-1.66369247436523	0.953820109367371	0.871199548244476	1.13203310966492	0.421315759420395	0.110892072319984	-1.01927316188812	+	1.28986529373614	0.0168158795345654	T-complex protein 1 subunit alpha	P17987	TCP1
0.798139810562134	1.31666779518127	1.72731673717499	-0.330457448959351	-0.535951197147369	-0.800137579441071	-0.849147975444794	-0.598760485649109	-0.727669715881348	+	3.428331582139	0.000618453865336658	Protein S100-A10	P60903	S100A10
-0.401562303304672	-0.635848462581635	-0.960705816745758	1.17508482933044	0.995456397533417	1.70844841003418	-0.548340141773224	-0.538915455341339	-0.793617308139801	+	3.68075613391195	0.000410876132930514	Elongation factor 1-gamma	P26641	EEF1G
1.05661606788635	-0.976610124111176	0.569112837314606	-0.929082334041595	-0.906995713710785	-1.15974187850952	1.39973485469818	0.184139892458916	0.762826323509216	+	1.26398186189532	0.0176134228187919	Poly(rC)-binding protein 1	Q15365	PCBP1
-1.03156316280365	-1.38147509098053	-1.35233354568481	0.347146451473236	0.262605309486389	0.219714000821114	0.981091618537903	0.768050074577332	1.18676435947418	+	5.0066880555675	0	Protein disulfide-isomerase A3	P30101	PDIA3
-0.540170311927795	-1.63192129135132	-1.53333783149719	0.512005269527435	0.414665997028351	0.813406646251678	0.877592802047729	0.887694716453552	0.200063943862915	+	2.55414743257999	0.00148571428571429	Ubiquitin-40S ribosomal protein S27a	P62979	RPS27A
0.227921470999718	0.0168081168085337	-0.578411459922791	1.34707605838776	0.66264009475708	1.4444727897644	-1.17401385307312	-0.961510241031647	-0.984982967376709	+	3.10176820791729	0.000693957115009747	Malate dehydrogenase, mitochondrial	P40926	MDH2
-1.25751602649689	-0.692241489887238	-0.575638294219971	-0.205838307738304	-0.614700555801392	-0.447104394435883	1.37778520584106	1.50169277191162	0.913561105728149	+	3.50542169445898	0.000469973890339426	ATP-citrate synthase	P53396	ACLY
0.635223627090454	0.709379494190216	1.40045189857483	-1.01634359359741	-1.65842115879059	-0.897393703460693	0.489500313997269	-0.182465493679047	0.520068645477295	+	2.70050220284016	0.00113850837138508	60S ribosomal protein L7	P18124	RPL7
-1.3208624124527	-1.3425452709198	-1.30712783336639	0.652324318885803	0.863227546215057	0.690880656242371	0.471272796392441	0.507664024829865	0.785166203975677	+	5.92385571179609	0	Talin-1	Q9Y490	TLN1
0.311554759740829	-0.193752601742744	0.264280378818512	0.877297163009644	0.932436764240265	1.31689476966858	-1.61149501800537	-1.0617847442627	-0.835431575775146	+	3.39881292905521	0.000647058823529412	WD repeat-containing protein 1	O75083	WDR1
-1.3698958158493	-1.38112378120422	-1.12917268276215	0.931659817695618	0.567615985870361	1.01067781448364	0.503190934658051	0.657261490821838	0.209786340594292	+	4.48678019855761	0.000679245283018868	Inosine-5-monophosphate dehydrogenase 2	P12268	IMPDH2
-1.2016898393631	-1.07460176944733	-1.19139921665192	0.0940918177366257	0.0713275969028473	-0.1113470941782	1.08974087238312	0.978006660938263	1.34587109088898	+	5.62761375946651	0	Fibronectin	P02751	FN1
-0.976331830024719	-1.08072817325592	-1.50656938552856	0.134304970502853	-0.113058246672153	0.312297970056534	1.0626631975174	1.04772067070007	1.11970090866089	+	4.50533237172136	0.000705882352941177	Calreticulin	P27797	CALR
0.955553710460663	-0.194859743118286	-0.737933874130249	-0.54845517873764	-1.31105828285217	-1.15724086761475	1.31787741184235	0.793157637119293	0.882959246635437	+	1.82044333805041	0.00524524886877828	Heat shock 70 kDa protein 4	P34932	HSPA4
0.039397805929184	1.26826405525208	1.14248299598694	-0.848535597324371	-1.18042600154877	-1.47565543651581	0.577261745929718	0.654906451702118	-0.177696198225021	+	2.15164140225328	0.00251690294438386	60S ribosomal protein L3	P39023	RPL3
0.267363220453262	-0.459618449211121	-0.765790820121765	-1.26721155643463	-0.499388128519058	-0.755509853363037	1.81642842292786	0.728382289409637	0.935344934463501	+	2.14963630572833	0.00250869565217391	40S ribosomal protein S3a	P61247	RPS3A
0.333419561386108	-1.25098085403442	0.153677105903625	1.20767569541931	1.7299325466156	-0.224096804857254	-0.61095142364502	-0.154747515916824	-1.18392837047577	+	0.875981947738962	0.0464405286343612	T-complex protein 1 subunit zeta	P40227	CCT6A
0.26875227689743	-0.617843270301819	-0.503544688224792	1.38478791713715	1.03013467788696	0.948718428611755	-0.231129318475723	-0.522983849048615	-1.75689220428467	+	1.88361617274142	0.00448314606741573	Polyadenylate-binding protein 1	P11940	PABPC1
0.792660772800446	1.43661177158356	-0.771373271942139	0.269310921430588	0.869335889816284	0.572939991950989	-1.25710344314575	-1.22764372825623	-0.68473893404007	+	1.29255761527271	0.0166945778997941	Keratin, type I cytoskeletal 18	P05783	KRT18
-0.895985901355743	-0.805104911327362	-1.35894954204559	-0.172218397259712	0.335606902837753	-0.411962777376175	0.803477108478546	0.701735615730286	1.80340194702148	+	2.46183562466315	0.00163518758085382	Staphylococcal nuclease domain-containing protein 1	Q7KZF4	SND1
1.04358673095703	0.485535591840744	0.714544713497162	-0.390873074531555	0.199789837002754	1.13239419460297	-1.12045288085938	-0.225092530250549	-1.83943259716034	+	1.44186039335098	0.0122166172106825	60S ribosomal protein L10a	P62906	RPL10A
1.4078152179718	1.13942897319794	0.887457370758057	-1.15023159980774	-1.15553212165833	-0.981135368347168	0.226572602987289	0.120911635458469	-0.495286703109741	+	3.72357229530298	0.000421052631578947	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	Q01581	HMGCS1
1.03398275375366	1.02923190593719	1.05637013912201	-0.875895619392395	-1.2804753780365	-1.48721146583557	0.0833222940564156	0.0918954536318779	0.348779916763306	+	4.57240040582332	0.00076056338028169	Protein S100-A11	P31949	S100A11
1.70129787921906	0.839974820613861	1.03324508666992	-1.02094876766205	-0.948239982128143	-1.11919498443604	-0.0622262507677078	-0.0625911727547646	-0.361316651105881	+	3.65798438094136	0.0004	Tubulin beta-6 chain	Q9BUF5	TUBB6
-0.370106428861618	-0.441780418157578	-0.207099124789238	-1.17133331298828	-0.615831732749939	-0.861979067325592	0.939532279968262	0.851786017417908	1.87681186199188	+	2.95280792336924	0.000788426763110307	Protein S100 (Fragment)	R4GN98	S100A6
-1.29189825057983	-1.27588558197021	-1.22510123252869	1.00013315677643	1.13072824478149	0.749846220016479	0.117593452334404	0.271494567394257	0.523089408874512	+	5.08749955598824	0	Ras GTPase-activating-like protein IQGAP1	P46940	IQGAP1
-0.74045467376709	-0.261432379484177	-0.398605734109879	1.38725554943085	1.20886719226837	1.25703394412994	-0.772771537303925	-1.19373023509979	-0.486162096261978	+	3.92914190270874	0.000391304347826087	Heterogeneous nuclear ribonucleoprotein Q	O60506	SYNCRIP
0.462193161249161	-0.484926760196686	-0.275630563497543	1.10809218883514	0.870580434799194	0.755344927310944	-0.407399892807007	0.146917223930359	-2.17517066001892	+	1.07660433649322	0.0276802928615009	T-complex protein 1 subunit eta	Q99832	CCT7
1.36238396167755	1.31366217136383	1.31578862667084	-0.612713932991028	-0.725599586963654	-0.670841574668884	-0.788443624973297	-0.607529163360596	-0.586706936359406	+	7.17320305841895	0	Integrin beta-4	P16144	ITGB4
0.73778361082077	0.338863164186478	-0.145568087697029	0.759125769138336	1.28898763656616	0.712665379047394	-1.30364584922791	-1.30072212219238	-1.08748948574066	+	3.3172033525819	0.000654205607476635	ADP/ATP translocase 2	P05141	SLC25A5
1.15198457241058	1.35083317756653	1.42446660995483	-0.746153950691223	-0.534450709819794	-0.325848340988159	-0.852039158344269	-0.915875554084778	-0.552916646003723	+	4.78573907548242	0	ATP synthase subunit alpha, mitochondrial	P25705	ATP5A1
-0.94133585691452	-0.707177579402924	-0.3053218126297	-0.836582064628601	-0.48442617058754	-0.638100385665894	1.18417990207672	1.20083320140839	1.52793073654175	+	4.09796542187978	0.000475770925110132	Peroxiredoxin-6	P30041	PRDX6
-1.40822076797485	-0.4811692237854	-0.589947938919067	1.38233208656311	1.35179841518402	0.801955580711365	-0.737395882606506	-0.639922142028809	0.320569813251495	+	2.26091628153924	0.0022108922363847	Neutral alpha-glucosidase AB	Q14697	GANAB
0.379500031471252	0.946703135967255	0.285117208957672	-0.562948524951935	-2.11950755119324	-0.858959972858429	0.88021045923233	0.577409088611603	0.472476154565811	+	2.00856858866964	0.003492	Tubulin alpha-1B chain	P68363	TUBA1B
1.21965992450714	1.36217534542084	1.38477325439453	-0.478653937578201	-0.590621829032898	-0.810163676738739	-0.727304577827454	-0.840266764163971	-0.519597828388214	+	5.41005885017635	0	Dihydropyrimidinase-related protein 2	Q16555	DPYSL2
-1.34868860244751	-0.752759873867035	-0.920430958271027	0.382192552089691	1.77742207050323	0.321676194667816	-0.225524723529816	-0.329016447067261	1.09512984752655	+	1.36482053978885	0.0140797720797721	Heterogeneous nuclear ribonucleoproteins C1/C2	G3V4C1	HNRNPC
1.27581441402435	0.445239871740341	0.50201141834259	0.56148087978363	0.586665868759155	0.498987317085266	-1.2443562746048	-1.40691018104553	-1.21893346309662	+	3.73382300480128	0.000423676012461059	Myosin regulatory light chain 12A	P19105	MYL12A
1.42543733119965	0.251149833202362	0.160325959324837	-1.13188862800598	-1.43153405189514	-1.04891335964203	0.642240226268768	1.01051878929138	0.122663833200932	+	2.20299612330712	0.00233183856502242	Peptidyl-prolyl cis-trans isomerase FKBP4	Q02790	FKBP4
0.261786103248596	-0.256805211305618	0.00736191822215915	-0.711361646652222	-1.27159512042999	-1.25510048866272	1.46503019332886	1.36556398868561	0.39512026309967	+	2.66252015120797	0.00127810650887574	Poly(rC)-binding protein 2	Q15366	PCBP2
1.3089325428009	1.15788459777832	1.23160433769226	-0.127814114093781	-0.336183726787567	-0.165218964219093	-0.795046329498291	-0.972003817558289	-1.30215442180634	+	5.02883192352481	0	4F2 cell-surface antigen heavy chain	F5GZS6	SLC3A2
-0.336779922246933	-0.349925637245178	-0.972095549106598	1.16343665122986	1.00596952438354	1.67247343063354	-0.523838102817535	-0.777233719825745	-0.882006704807281	+	3.43215032298008	0.00054	Myosin light polypeptide 6	P60660	MYL6
0.602487564086914	-0.768015146255493	0.615424931049347	-1.05823683738709	-1.08147442340851	-0.557137727737427	0.340529441833496	-0.0800788626074791	1.98650097846985	+	0.961284031257153	0.038253164556962	Voltage-dependent anion-selective channel protein 1	P21796	VDAC1
-0.748134136199951	-1.14461517333984	-1.10655832290649	1.83236193656921	-0.659360647201538	0.663417816162109	0.438950806856155	0.692520916461945	0.0314167737960815	+	1.104729353987	0.0260608317815022	Spliceosome RNA helicase DDX39B	Q13838	DDX39B
