Protein.ID	Protein.Name	Gene.Name	Ratio.M.L.TotProt.R1	Normalised.Ratio.M.L.TotProt.R1	Normalised.Ratio.M.L.TotProt.R1..LOG2	Score_R1	Ratio.M.L.TotProt.R2	Normalised.Ratio.M.L.TotProt.R2	Normalised.Ratio.M.L.TotProt.R2.LOG2	Score_R2	Ratio.M.L.TotProt.R3	Normalised.Ratio.M.L.TotProt.R3	Normalised.Ratio.M.L.TotProt.R3.LOG2	Score_R3	EM	HE	HM
A0A024R0L5	Glycogen synthase kinase 3 alpha, isoform CRA_a	GSK3A	0.89938	0.760125084516565	-0.39569125006407	24.663	0.95129	0.895121147965185	-0.159845141292036	73.173	0.79805	0.828961992708084	-0.270622138146517	37.391	NO	NO	NO
A0A024R0L6	Platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa, isoform CRA_a	PAFAH1B3	0.94161	0.795816430020284	-0.329492410401957	39.293	0.77686	0.730990355210539	-0.452075723705163	91.859	0.67711	0.703337453646477	-0.507711050123396	44.59	YES	NO	YES
A0A024R0N8	Kinase	ITPKC	1.0263	0.867393509127789	-0.205241447610012	4.2469	NA	NA	NA	NA	1.9105	1.98450208266248	0.988777076394315	4.2353	NO	NO	NO
A0A024R0P8	Transforming growth factor, beta 1 (Camurati-Engelmann disease), isoform CRA_a	TGFB1	0.68407	0.578152467883705	-0.790478090650856	27.625	0.52858	0.49737003058104	-1.00760851542807	29.02	0.49842	0.517726002638385	-0.949739315928679	16.765	NO	NO	NO
A0A024R0Q4	Phospholipase D family, member 3, isoform CRA_b	PLD3	0.3012	0.254563894523327	-1.97390028242714	9.8549	0.26636	0.250632792284168	-1.99635290859674	16.749	0.2321	0.241090255632537	-2.05235475350608	24.773	YES	NO	YES
A0A024R0Q5	Protein phosphatase 1, regulatory (Inhibitor) subunit 13 like, isoform CRA_a	PPP1R13L	1.0214	0.863252197430696	-0.212145993386652	65.263	0.86937	0.818038108680311	-0.289760041544955	82.085	0.98727	1.02551131701135	0.0363434127403086	56.302	NO	YES	YES
A0A024R0Q7	Serine/threonine-protein phosphatase	PPP5C	1.085	0.917004732927654	-0.124998914879864	54.352	NA	NA	NA	NA	0.81234	0.843805507369821	-0.245017591083122	55.149	YES	NO	NO
A0A024R0R4	SUMO-1 activating enzyme subunit 1, isoform CRA_b	SAE1	0.84057	0.710420892494929	-0.493254084911602	79.762	0.71299	0.670891554928252	-0.575848511489228	79.028	0.66182	0.687455204578741	-0.540662386071965	74.907	YES	NO	YES
A0A024R0R9	N-ethylmaleimide-sensitive factor attachment protein, alpha, isoform CRA_c	NAPA	0.65038	0.549678837052062	-0.863339159022288	73.417	0.65977	0.620813926135027	-0.687767174378112	112.86	0.57944	0.601884264212483	-0.732441995774594	66.461	YES	YES	NO
A0A024R0S6	EH-domain containing 2, isoform CRA_a	EHD2	0.70019	0.591776538201487	-0.756875594859981	83.751	0.56517	0.531799576570219	-0.911045466394844	141.89	0.56301	0.584817857921908	-0.7739407289766	63.078	YES	NO	YES
A0A024R0S8	X-ray repair complementing defective repair in Chinese hamster cells 1, isoform CRA_b	XRCC1	1.0591	0.895114942528736	-0.159855142824727	38.718	0.8564	0.805833921430252	-0.311445558141027	41.381	0.75364	0.782831797737636	-0.353225737100081	21.627	NO	NO	NO
A0A024R0V3	Kinesin light chain 3, isoform CRA_a	KLC3	NA	NA	NA	3.5143	NA	NA	NA	10.745	NA	NA	NA	8.0211	NO	NO	NO
A0A024R0Y5	ATP-dependent 6-phosphofructokinase	PFKM	1.8098	1.52958079783638	0.613136317134148	132.28	1.5215	1.43166313808516	0.517692074875422	127.69	1.3534	1.40582314508003	0.491415112359008	111.86	NO	YES	NO
A0A024R101	Spermatogenesis associated, serine-rich 2, isoform CRA_a	SPATS2	2.1265	1.79724475997295	0.845786897414058	25.468	1.852	1.74264878852035	0.801281839621062	94.074	1.8788	1.95157420199229	0.964638317407229	21.851	NO	NO	NO
A0A024R106	Zinc finger CCHC-type and RNA binding motif 1, isoform CRA_a	ZCRB1	NA	NA	NA	3.9641	1.2567	1.18249823570925	0.241838031061143	13.299	1.0406	1.08090702288332	0.112242431126134	8.4967	NO	NO	NO
A0A024R107	HCG1640179, isoform CRA_a	hCG_1640179	NA	NA	NA	7.0122	NA	NA	NA	7.6368	NA	NA	NA	5.2069	NO	NO	NO
A0A024R124	Solute carrier family 38, member 1, isoform CRA_a	SLC38A1	1.8847	1.59288370520622	0.67164094103349	3.322	2.661	2.50388143966126	1.32416625138305	5.9124	3.3803	3.51123391260089	1.8119781093797	1.7921	NO	NO	NO
A0A024R134	Microspherule protein 1, isoform CRA_d	MCRS1	NA	NA	NA	2.458	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
A0A024R143	Tripartite motif-containing 14, isoform CRA_c	TRIM14	1.2709	1.07412102772143	0.103156559669871	2.6789	1.5618	1.46958362738179	0.555407458598732	0.98432	1.8055	1.87543497003251	0.907225238985444	3.4281	NO	NO	NO
A0A024R152	HCG28765, isoform CRA_b	hCG_28765	0.76967	0.650498647734956	-0.620382037034377	120.72	0.68849	0.647838155728064	-0.626294653832723	176.55	NA	NA	NA	3.4487	NO	NO	NO
A0A024R158	Structural maintenance of chromosomes protein	SMC2L1	1.072	0.906017579445571	-0.142389051753933	172.63	0.97257	0.91514467184192	-0.127928263129647	223.21	0.93037	0.966407329309969	-0.0492966986690641	169.79	NO	NO	NO
A0A024R171	Chromosome 9 open reading frame 30, isoform CRA_a	C9orf30	NA	NA	NA	2.2345	NA	NA	NA	5.7574	NA	NA	NA	4.0394	NO	NO	NO
A0A024R178	V-raf murine sarcoma 3611 viral oncogene homolog, isoform CRA_b	ARAF	1.3997	1.1829783637593	0.242423687555457	20.649	1.5976	1.50326981886615	0.588103978917436	7.8746	0.98704	1.02527240809797	0.0360072751926029	13.984	NO	NO	NO
A0A024R179	Nuclear cap binding protein subunit 1, 80kDa, isoform CRA_a	NCBP1	1.2339	1.04284989858012	0.0605315201224703	96.36	1.2542	1.18014584803576	0.238965165718793	79.76	1.0393	1.07955666815552	0.110438975385583	76.428	NO	NO	NO
A0A024R184	Asparagine-linked glycosylation 2 homolog (Yeast, alpha-1,3-mannosyltransferase), isoform CRA_a	ALG2	0.8897	0.751943881000676	-0.411303100036505	4.4449	0.99773	0.938819101387909	-0.0910808993862456	12.655	0.85667	0.889852603587789	-0.168361709014653	7.0427	NO	NO	NO
A0A024R188	Chromosome 9 open reading frame 125, isoform CRA_a	C9orf125	NA	NA	NA	3.0002	NA	NA	NA	NA	2.6448	2.74724475698809	1.45798544844176	1.9574	NO	NO	NO
A0A024R191	RAB38, member RAS oncogene family, isoform CRA_a	RAB38	11.8	9.97295469912103	3.31802099692486	4.9846	4.6017	4.32999294283698	2.11436467360272	3.7498	5.8766	6.10422661029801	2.60980852106574	7.4574	NO	NO	NO
A0A024R1A3	Testicular secretory protein Li 63	UBE1	1.4465	1.22253211629479	0.289872365717894	323.31	1.257	1.18278052223006	0.242182390781333	323.31	1.1032	1.1459317966989	0.196521180663422	314	NO	NO	NO
A0A024R1D6	HCG2011153, isoform CRA_b	hCG_2011153	1.2406	1.04851250845166	0.0683440724726862	15.254	1.0256	0.96504351917196	-0.0513340919077957	16.202	1.0338	1.07384362892252	0.102783926095546	22.786	NO	NO	NO
A0A024R1F6	Neurofibromin 2 (Bilateral acoustic neuroma), isoform CRA_i	NF2	0.19199	0.162263353617309	-2.62359088381411	36.124	NA	NA	NA	NA	NA	NA	NA	NA	NO	NO	NO
A0A024R1H0	Uncharacterized protein	RP5-1119A7.4	0.35649	0.301293103448276	-1.7307604446395	41.408	0.36515	0.343589743589744	-1.54124112329184	7.0204	0.30173	0.313417332322299	-1.67384313025235	5.8669	NO	NO	NO
A0A024R1I2	Myotubularin related protein 3, isoform CRA_d	MTMR3	0.59529	0.503118661257606	-0.991029393030781	16.251	NA	NA	NA	20.534	0.92321	0.958969990963011	-0.06044242517705	7.5928	NO	NO	NO
A0A024R1I3	Pyridoxal (Pyridoxine, vitamin B6) phosphatase, isoform CRA_a	PDXP	0.84608	0.715077755240027	-0.483827970478738	9.7437	0.78444	0.738122794636556	-0.43806725085568	6.5803	0.53197	0.552575541959676	-0.855756387739445	10.873	NO	NO	NO
A0A024R1I7	Tuftelin-interacting protein 11	TFIP11	1.0531	0.890043948613928	-0.168051519615126	35.094	0.9951	0.936344389555399	-0.0948888410173585	42.429	1.0739	1.11549687860311	0.157686476620947	37.145	NO	NO	NO
A0A024R1J3	CDC42 effector protein (Rho GTPase binding) 1, isoform CRA_a	CDC42EP1	0.59686	0.504445571331981	-0.987229481067267	28.964	0.52356	0.492646436132675	-1.02137547431624	22.673	0.71861	0.746444931495466	-0.421892264519383	36.898	NO	NO	NO
A0A024R1K7	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide, isoform CRA_b	YWHAH	1.0215	0.863336713995943	-0.212004753478478	83.876	0.78391	0.737624088449777	-0.439042324532828	178.17	0.73612	0.764633170944521	-0.387160307062271	132.85	YES	YES	NO
A0A024R1K8	Splicing factor 3a, subunit 1, 120kDa, isoform CRA_a	SF3A1	1.0075	0.851504394861393	-0.231914118796376	119.94	0.93477	0.879576570218772	-0.185118920070771	134.87	0.90027	0.935141423689377	-0.0967435311421882	84.307	NO	YES	NO
A0A024R1M8	Apolipoprotein L, 2, isoform CRA_a	APOL2	0.93728	0.792156862745098	-0.336141954107063	8.7185	2.6659	2.50849211950129	1.32682040584219	6.8858	1.8649	1.9371357937489	0.953925090802973	7.3452	NO	NO	NO
A0A024R1N1	Myosin, heavy polypeptide 9, non-muscle, isoform CRA_a	MYH9	0.92476	0.7815753887762	-0.355543056252452	323.31	0.83111	0.782037167725241	-0.354690919044463	323.31	0.78153	0.811802100320969	-0.30080002225909	323.31	YES	YES	YES
A0A024R1N4	X-ray repair complementing defective repair in Chinese hamster cells 6 (Ku autoantigen, 70kDa), isoform CRA_a	XRCC6	0.86077	0.72749323867478	-0.45899425521791	219.41	0.77344	0.727772288873206	-0.458440975648316	323.31	0.71024	0.737750724517248	-0.438794662412828	175.65	YES	NO	YES
A0A024R1P2	Ras-related C3 botulinum toxin substrate 2 (Rho family, small GTP binding protein Rac2), isoform CRA_a	RAC2	2.7777	2.34761663286004	1.2311968347561	3.9917	2.5163	2.36772524111974	1.24350167544637	2.8698	2.2418	2.32863479137019	1.21948439395255	2.9084	YES	NO	YES
A0A024R1Q5	N-acetylgalactosaminidase, alpha-, isoform CRA_a	NAGA	NA	NA	NA	4.5455	0.59337	0.55833450952717	-0.840798365949741	17.07	0.43033	0.446998576933864	-1.16165785644012	16.674	NO	NO	NO
A0A024R1R0	ER lumen protein-retaining receptor	KDELR3	NA	NA	NA	1.0216	0.73845	0.69484827099506	-0.525230113570512	2.9691	0.43947	0.456492609404701	-1.13133659165815	3.277	NO	NO	NO
A0A024R1S8	LIM and SH3 protein 1, isoform CRA_b	LASP1	1.2826	1.08400946585531	0.116377354738726	38.481	1.1329	1.06600799811809	0.0922182624892255	29.529	1.0521	1.09285246855232	0.12809865512341	43.281	YES	NO	NO
A0A024R1T1	Ribosomal protein S19 binding protein 1, isoform CRA_a	RPS19BP1	1.7418	1.47210953346856	0.55788502024875	6.3996	1.7121	1.61100917431193	0.68796470987107	12.723	1.603	1.66509125281757	0.735601244191352	16.374	NO	NO	NO
