D492_1	D492_2	D492_3	D492M_1	D492M_2	D492M_3	D492_HER2_1	D492_HER2_2	D492_HER2_3	Student's T-test Significant D492_D492M	Student's T-test significant	Mean_D492	Mean_D492M	Mean_HER2	Log2_D492/D492M	Log2_D492/HER2	-Log Student's T-test p-value D492_D492M	Student's T-test q-value D492_D492M	Student's T-test Difference D492_D492M	Student's T-test Test statistic D492_D492M	Protein Name	Protein ID	Gene Name
29.1018447875977	29.6394100189209	29.5881195068359	29.7050704956055	29.5580997467041	29.8998031616211	29.1964797973633	29.1445026397705	29.6234169006348			29.4431247711182	29.7209911346436	29.3214664459229	-0.277866363525391	0.121658325195313	0.63299989528073	0.221452914798206	-0.277866363525391	-1.40467922313064	Histone H2B	B2R4S9	HIST1H2BI
29.0636825561523	29.0469512939453	29.0617790222168	28.7151565551758	28.403284072876	28.7430400848389	29.2620830535889	29.177619934082	28.8287487030029	+	D492_D492M	29.0574709574382	28.6204935709635	29.0894838968913	0.436977386474609	-0.032012939453125	1.79518923217034	0.0206811428571429	0.436977386474609	4.00782847881325	Nucleophosmin	P06748	NPM1
29.0139045715332	29.2516689300537	29.1165180206299	24.6811561584473	24.5754833221436	23.7542991638184	25.7604026794434	25.8019332885742	25.3658962249756	+	D492_D492M	29.1273638407389	24.3369795481364	25.6427440643311	4.79038429260254	3.484619140625	4.04089168024068	0.0037	4.79038429260254	15.9193731416449	Protein S100-A2	P29034	S100A2
29.0058708190918	29.0817718505859	29.1731948852539	29.2945213317871	29.2847595214844	29.4024314880371	29.4722785949707	29.5624370574951	29.5025444030762	+	D492_D492M	29.0869458516439	29.3272374471029	29.512420018514	-0.240291595458984	-0.425474166870117	1.7625573478839	0.0219282511210762	-0.240291595458984	-3.9180561953128	Triosephosphate isomerase	P60174	TPI1
29.0005626678467	29.0677146911621	29.0070209503174	28.9717769622803	28.9293975830078	28.9723243713379	28.7967147827148	28.8836975097656	28.716890335083			29.0250994364421	28.9578329722087	28.7991008758545	0.0672664642333984	0.225997924804688	1.23018122963601	0.0557071600965406	0.0672664642333984	2.61902107209142	Exportin-2	P55060	CSE1L
28.9965267181396	29.0134773254395	28.9609394073486	28.9230060577393	28.9677429199219	29.0012607574463	29.4019432067871	29.4379959106445	29.3683643341064			28.9903144836426	28.9640032450358	29.4027678171794	0.0263118743896484	-0.412452697753906	0.406629167145883	0.415311348205626	0.0263112386067696	0.958529275990762	78 kDa glucose-regulated protein	P11021	HSPA5
28.9735012054443	29.1806812286377	29.1476345062256	29.6199932098389	29.4837951660156	29.4572467803955	28.5148391723633	28.5563278198242	28.9788284301758	+	D492_D492M	29.1006056467692	29.5203450520833	28.6833318074544	-0.419740676879883	0.417272567749023	2.16775997683634	0.0130242424242424	-0.419739405314125	-5.13904169533261	Histone H2A type 2-C	Q16777	HIST2H2AC
28.8879737854004	28.8599681854248	28.9912109375	29.2418632507324	29.0745944976807	29.098560333252	29.0338325500488	29.0716571807861	28.8086681365967	+	D492_D492M	28.9130509694417	29.138339360555	28.9713859558105	-0.225288391113281	-0.0583343505859375	1.57527314337416	0.0303122529644269	-0.225288391113281	-3.42774614691821	Heterogeneous nuclear ribonucleoprotein A1	F8W6I7	HNRNPA1
28.8810443878174	28.8216209411621	28.8396301269531	28.6432018280029	28.6314525604248	28.7278671264648	28.7705841064453	28.8530235290527	28.8546276092529	+	D492_D492M	28.8474318186442	28.6675071716309	28.826078414917	0.179924011230469	0.0213527679443359	2.16397435368769	0.0133192771084337	0.179924647013348	5.12646699976018	Clathrin heavy chain 1	Q00610	CLTC
28.8775978088379	28.9096775054932	28.9205379486084	28.1238117218018	28.2113189697266	28.1716918945313	28.5494403839111	28.600170135498	28.548999786377	+	D492_D492M	28.9026044209798	28.1689408620199	28.566203435262	0.733663558959961	0.336400985717773	4.87529615003024	0	0.733663558959961	25.8393059974555	Transketolase	P29401	TKT
28.816104888916	28.7739505767822	28.7542667388916	29.2589874267578	29.3135013580322	29.2407722473145	29.0043182373047	28.9346370697021	28.9223251342773	+	D492_D492M	28.7814407348633	29.2710870107015	28.9537601470947	-0.489646911621094	-0.172319412231445	4.17404015988443	0.00303225806451613	-0.489646275838215	-17.2035425284592	Transitional endoplasmic reticulum ATPase	P55072	VCP
28.7668304443359	28.9922924041748	28.9230346679688	28.8328285217285	28.9085903167725	28.8672351837158	28.8169593811035	28.9210758209229	28.8808116912842			28.8940525054932	28.8695513407389	28.8729489644368	0.0245018005371094	0.0211029052734375	0.128067515819407	0.843552129817444	0.0245011647542306	0.349100751047027	14-3-3 protein epsilon	P62258	YWHAE
28.7223739624023	28.7900161743164	28.8757247924805	28.6722946166992	28.6861896514893	28.8432903289795	28.5163059234619	28.4541110992432	28.4540328979492			28.7960383097331	28.7339248657227	28.4748166402181	0.0621128082275391	0.321220397949219	0.368295138799651	0.473029061457837	0.0621134440104179	0.880615447522767	Nucleoside diphosphate kinase	Q32Q12	NME1-NME2
28.7004146575928	28.6778144836426	28.7439384460449	29.3667392730713	29.2428169250488	29.3414688110352	29.6535396575928	29.6232242584229	29.7958946228027	+	D492_D492M	28.7073891957601	29.3170083363851	29.6908861796061	-0.609619140625	-0.983495712280273	3.86266694970831	0.00269090909090909	-0.609619140625	-14.345633262232	Fructose-bisphosphate aldolase A	P04075	ALDOA
28.6984615325928	28.7663249969482	28.5517883300781	27.6744499206543	27.6649227142334	27.5391216278076	28.0279140472412	27.9698848724365	28.0693798065186	+	D492_D492M	28.672191619873	27.6261647542318	28.0223929087321	1.0460262298584	0.649799346923828	3.77236499694228	0.00306060606060606	1.04602686564128	13.6069107037592	Fascin	Q16658	FSCN1
28.6781845092773	28.5863838195801	28.3950519561768	28.6228580474854	28.8051357269287	28.772253036499	28.6755619049072	28.5040416717529	28.508846282959			28.5532067616781	28.7334156036377	28.562816619873	-0.180208206176758	-0.00960922241210938	0.831412271707806	0.133487959442332	-0.180208841959637	-1.79302380140294	Prothymosin alpha	B8ZZQ6	PTMA
28.6639728546143	28.4605312347412	28.4892234802246	28.3407039642334	28.3944396972656	28.3413410186768	28.6681060791016	28.6250553131104	28.4073429107666			28.53790918986	28.3588282267253	28.5668347676595	0.179080963134766	-0.0289268493652344	1.27247056782486	0.0506523534269199	0.179080963134766	2.71250937393811	40S ribosomal protein SA (Fragment)	C9J9K3	RPSA
28.6191883087158	28.6247425079346	28.5976867675781	28.6970710754395	28.6989250183105	28.665599822998	28.8396911621094	28.7819747924805	28.9322452545166	+	D492_D492M	28.6138725280762	28.687198638916	28.8513037363688	-0.0733261108398438	-0.237430572509766	2.24221548676915	0.0114606741573034	-0.0733261108398438	-5.39134730157048	Endoplasmin	P14625	HSP90B1
28.5626373291016	28.38743019104	28.4210147857666	28.4701461791992	28.4821224212646	28.4595146179199	28.3728942871094	28.4115505218506	28.1627426147461			28.4570274353027	28.4705944061279	28.3157291412354	-0.0135669708251953	0.141298294067383	0.0892228376897893	0.894694686756542	-0.0135669708251953	-0.250853416811786	T-complex protein 1 subunit beta	P78371	CCT2
28.5517158508301	28.4997901916504	28.4869632720947	28.6562538146973	28.7017707824707	28.677713394165	28.6644821166992	28.6488342285156	28.6268672943115	+	D492_D492M	28.5128231048584	28.6785793304443	28.6467278798421	-0.165756225585938	-0.133905410766602	2.65336132500602	0.00648181818181818	-0.165756225585938	-6.97521187016019	Heterogeneous nuclear ribonucleoprotein K	P61978	HNRNPK
28.5445098876953	28.3192405700684	28.3965225219727	20.779806137085	22.5545921325684	21.1479930877686	22.8055782318115	22.9621334075928	23.211856842041	+	D492_D492M	28.4200909932454	21.494130452474	22.9931894938151	6.92596054077148	5.42690277099609	3.65651953810517	0.00262337662337662	6.92596054077148	12.7128019879217	Serpin B5	P36952	SERPINB5
28.5399703979492	28.5089588165283	28.5918846130371	28.2370376586914	28.1686344146729	28.241455078125	28.7180671691895	28.6252288818359	28.4255847930908	+	D492_D492M	28.5469379425049	28.2157090504964	28.5896269480387	0.331228256225586	-0.0426883697509766	3.21744520656127	0.00344444444444444	0.331228892008465	9.80660340014866	60S acidic ribosomal protein P2	P05387	RPLP2
28.5360107421875	28.4051933288574	28.3097324371338	28.3837280273438	28.2943458557129	28.3668632507324	28.0839042663574	28.0130252838135	28.1215915679932			28.4169788360596	28.3483123779297	28.0728403727214	0.0686664581298828	0.344139099121094	0.410308433395092	0.411236239649294	0.0686664581298828	0.96595114339898	Alpha-actinin-1	P12814	ACTN1
28.5293235778809	28.566125869751	28.4877300262451	28.1595687866211	27.9382038116455	28.4732456207275	28.1233196258545	28.3246154785156	28.4859657287598			28.5277264912923	28.1903394063314	28.31130027771	0.337387084960938	0.216426849365234	1.00927892437359	0.0923050605844619	0.337387084960938	2.15086910432189	Nucleolin	P19338	NCL
28.4991436004639	28.4673099517822	28.4691371917725	28.1549434661865	28.1554260253906	28.1818675994873	28.7781238555908	28.8116111755371	28.9744873046875	+	D492_D492M	28.4785302480062	28.1640790303548	28.8547407786051	0.314451217651367	-0.376209259033203	4.68016518976899	0	0.314451217651367	23.0794306144516	Phosphoglycerate kinase 1	P00558	PGK1
28.4728984832764	28.0740337371826	28.239725112915	27.9325828552246	27.8000202178955	27.8502521514893	28.2185878753662	28.3186378479004	28.1359920501709	+	D492_D492M	28.2622191111247	27.8609517415365	28.2244059244792	0.401266098022461	0.0378131866455078	1.51969667341941	0.0337071770334928	0.401267369588219	3.28981989634148	Tubulin beta-8 chain	Q3ZCM7	TUBB8
28.4705715179443	28.2913188934326	28.2310981750488	27.934103012085	27.8843688964844	27.8745517730713	28.2869205474854	28.182056427002	28.0044250488281	+	D492_D492M	28.3309961954753	27.8976745605469	28.1578006744385	0.433320999145508	0.173194885253906	2.36697470182975	0.0099434628975265	0.433321634928387	5.83637557645891	Heat shock 70 kDa protein 1B	P0DMV9	HSPA1B
28.4477405548096	28.5719223022461	28.5963363647461	28.6141414642334	28.5054054260254	28.6078071594238	28.8853282928467	28.8428707122803	28.7163333892822			28.5386664072673	28.5757846832275	28.8148441314697	-0.0371189117431641	-0.276178359985352	0.254390961472324	0.647881834215168	-0.0371182759602853	-0.640522518576724	Peroxiredoxin-1	Q06830	PRDX1
28.428503036499	28.5347499847412	28.6289176940918	28.7855014801025	28.8170204162598	28.7308502197266	28.5350456237793	28.5989646911621	28.7280616760254	+	D492_D492M	28.5307235717773	28.777790705363	28.6206906636556	-0.247066497802734	-0.0899677276611328	1.76103001545709	0.021854748603352	-0.247067133585613	-3.91388754557644	Annexin A5	P08758	ANXA5
28.3898525238037	28.4028377532959	28.5019931793213	28.5065402984619	28.236536026001	28.4228610992432	28.5647087097168	28.3832740783691	28.4462432861328			28.4315611521403	28.388645807902	28.4647420247396	0.0429153442382813	-0.0331821441650391	0.18790002772333	0.757551709582102	0.0429153442382813	0.49155913391657	Heterogeneous nuclear ribonucleoproteins A2/B1	P22626	HNRNPA2B1
28.33815574646	28.3800563812256	28.4356327056885	27.855073928833	27.8505516052246	27.7861251831055	27.6180686950684	27.6722259521484	27.5978984832764	+	D492_D492M	28.384614944458	27.8305835723877	27.6293977101644	0.554031372070313	0.755216598510742	3.98498750500556	0.00332584269662921	0.554031372070313	15.408499506918	ATP synthase subunit beta, mitochondrial	P06576	ATP5B
28.2541275024414	28.2786140441895	28.278657913208	28.3756313323975	28.248348236084	28.4374198913574	28.486349105835	28.4315738677979	28.4966316223145			28.270466486613	28.3537998199463	28.4715181986491	-0.0833339691162109	-0.201051712036133	0.672331815952352	0.19889718552556	-0.0833333333333321	-1.48128496964622	Heterogeneous nuclear ribonucleoprotein U	Q00839	HNRNPU
28.2374935150146	28.4324111938477	28.4952220916748	28.4663772583008	28.4441909790039	28.4922065734863	28.4995250701904	28.4497108459473	28.6063957214355			28.388375600179	28.467591603597	28.5185438791911	-0.0792160034179688	-0.130167007446289	0.429748956579372	0.390232788509163	-0.0792160034179688	-1.0050225839583	Ubiquitin-like modifier-activating enzyme 1	P22314	UBA1
28.2126178741455	27.9987869262695	28.0157928466797	27.4289417266846	27.715482711792	27.8488216400146	28.2418632507324	28.1638927459717	28.0167484283447	+	D492_D492M	28.0757325490316	27.6644153594971	28.1408348083496	0.411317825317383	-0.0651016235351563	1.35741908117605	0.0433886010362694	0.411317189534504	2.90467362426088	40S ribosomal protein S3	P23396	RPS3
28.19065284729	28.1254386901855	28.1809673309326	28.1333503723145	28.3215656280518	28.1907939910889	28.1944618225098	28.1173858642578	28.1281452178955			28.1656862894694	28.2152366638184	28.1466643015544	-0.0495510101318359	0.0190219879150391	0.346538811008406	0.499543123543124	-0.0495503743489571	-0.835857015701726	GTP-binding nuclear protein Ran	P62826	RAN
28.1756477355957	28.234619140625	28.2313709259033	28.4880752563477	28.4372615814209	28.4070987701416	28.8084850311279	28.8085765838623	29.0298633575439	+	D492_D492M	28.2138792673747	28.4441452026367	28.8823083241781	-0.230266571044922	-0.668430328369141	2.7877597279244	0.00563076923076923	-0.230265935262043	-7.57285598723661	Transgelin-2	P37802	TAGLN2
28.1722640991211	28.354642868042	28.2630672454834	28.0790786743164	27.9716930389404	28.1017932891846	28.2523231506348	28.3495903015137	28.1631259918213	+	D492_D492M	28.2633247375488	28.0508550008138	28.2550131479899	0.212469100952148	0.00831222534179688	1.48687065502044	0.0348182665424045	0.212469736735027	3.20985639584208	Eukaryotic translation initiation factor 5A-1	P63241	EIF5A
28.1660022735596	28.159761428833	28.090633392334	28.0026550292969	28.0906829833984	28.091287612915	28.3783626556396	28.3924331665039	28.2670478820801			28.1387990315755	28.0615418752034	28.3459479014079	0.0772571563720703	-0.207147598266602	0.94934060965041	0.103535519125683	0.0772571563720703	2.02875095199449	Receptor of activated protein C kinase 1	P63244	RACK1
28.1510276794434	27.89475440979	27.887451171875	26.3499774932861	26.3549957275391	26.2969818115234	25.8787899017334	25.8018093109131	25.8345584869385	+	D492_D492M	27.9777444203695	26.3339850107829	25.8383858998617	1.64376068115234	2.13935852050781	4.30321154654233	0.00195744680851064	1.64375940958659	18.5458991706637	Glycogen phosphorylase, brain form	P11216	PYGB
28.142240524292	28.0676364898682	27.9660377502441	28.1017932891846	28.1566791534424	28.0628089904785	28.1090869903564	28.0423393249512	28.0128650665283			28.0586382548014	28.1070938110352	28.0547637939453	-0.0484561920166016	0.00387382507324219	0.347250513463829	0.499036414565826	-0.0484555562337228	-0.837328063737016	T-complex protein 1 subunit theta	P50990	CCT8
28.1280975341797	27.9832668304443	28.093053817749	28.1671524047852	28.1180782318115	28.2016773223877	28.0315475463867	28.0581188201904	27.9059257507324			28.0681393941243	28.1623026529948	27.9985307057699	-0.0941619873046875	0.0696086883544922	0.878487881810891	0.120489583333333	-0.0941632588704451	-1.88649111634854	T-complex protein 1 subunit gamma	P49368	CCT3
28.0873985290527	28.0855770111084	28.1807289123535	28.1668643951416	28.277063369751	28.1683959960938	28.1418495178223	28.2020511627197	28.2410907745361			28.1179014841716	28.2041079203288	28.1949971516927	-0.0862064361572266	-0.0770969390869141	0.830170143169023	0.133627848101266	-0.0862064361572266	-1.79056740772471	Cytoplasmic dynein 1 heavy chain 1	Q14204	DYNC1H1
28.0797901153564	27.9977645874023	27.9568748474121	28.1269645690918	28.169303894043	28.0443210601807	28.0788745880127	28.0734710693359	27.8246879577637			28.0114765167236	28.1135298411051	27.9923445383708	-0.102052688598633	0.0191326141357422	0.925867263397141	0.108555704697987	-0.102053324381512	-1.98138766226977	T-complex protein 1 subunit epsilon	P48643	CCT5
28.0772972106934	28.1656188964844	27.9924259185791	28.5809326171875	28.6356105804443	28.8391208648682	28.9668617248535	28.9720497131348	29.0178108215332	+	D492_D492M	28.0784473419189	28.6852213541667	28.9855740865072	-0.606773376464844	-0.907127380371094	2.54316270223431	0.00780873180873181	-0.606774012247723	-6.51640025320432	Phosphoglycerate mutase 1	P18669	PGAM1
28.0763282775879	28.2233848571777	28.3856201171875	28.1815357208252	28.1696872711182	28.3094730377197	28.3077812194824	28.2960090637207	28.3803462982178			28.2284444173177	28.2202320098877	28.3280455271403	0.00821304321289063	-0.0995998382568359	0.027595987480594	0.96826443768997	0.00821240743001184	0.0822027153880932	L-lactate dehydrogenase B chain	P07195	LDHB
