D492_1	D492_2	D492_3	D492M_1	D492M_2	D492M_3	D492_HER2_1	D492_HER2_2	D492_HER2_3	Student's T-test Significant D492M_D492_HER2	Student's T-test significant	-Log Student's T-test p-value D492M_D492_HER2	Student's T-test q-value D492M_D492_HER2	Student's T-test Difference D492M_D492_HER2	Student's T-test Test statistic D492M_D492_HER2	Protein Name	Protein ID	Gene Name
30.3895645141602	30.2725315093994	30.1955413818359	30.3815422058105	30.2479629516602	30.3359642028809	30.665599822998	30.5649280548096	30.3438205718994			0.922328884930694	0.138315471698113	-0.202959696451824	-1.97426898345041	Heat shock cognate 71 kDa protein	P11142	HSPA8
30.3616027832031	30.2725315093994	30.4258232116699	30.0890426635742	29.9311466217041	29.9899654388428	30.3049774169922	30.3362846374512	30.2914276123047	+	D492M_D492_HER2	2.51750196341046	0.0147792207792208	-0.30751164754232	-6.4133778590973	Tubulin alpha-1C chain	Q9BQE3	TUBA1C
30.34255027771	30.1612281799316	30.170093536377	30.5825309753418	30.6157035827637	30.5420398712158	29.8384132385254	29.817310333252	30.0035667419434	+	D492M_D492_HER2	3.42286885233128	0.00475789473684211	0.693661371866863	11.0776276636736	Myosin-9	P35579	MYH9
30.1287860870361	30.1728363037109	30.211296081543	29.852933883667	29.9044055938721	29.9091339111328	30.4081115722656	30.3807163238525	30.1774768829346	+	D492M_D492_HER2	2.35213096117464	0.0160432432432432	-0.433277130126953	-5.78190533490294	Heat shock protein HSP 90-alpha	P07900	HSP90AA1
29.7704887390137	29.5725193023682	29.4937152862549	30.2385425567627	30.1989402770996	30.1773586273193	30.2841644287109	30.2453594207764	30.1418743133545			0.152750182815678	0.808850340136055	-0.0188522338867188	-0.409020899527137	Elongation factor 2	P13639	EEF2
29.677360534668	29.5977745056152	29.5167751312256	27.3849220275879	27.3960742950439	27.631591796875	28.1013927459717	28.0751552581787	28.3063907623291	+	D492M_D492_HER2	2.50147313715174	0.0144050632911392	-0.690116882324219	-6.34973392266921	Filamin-B	O75369	FLNB
29.6555709838867	29.7098426818848	29.7958316802979	29.468204498291	29.6037292480469	29.6199245452881	29.5242118835449	29.4565601348877	29.5445098876953			0.432371808024268	0.426162886597938	0.0555254618326799	1.01027637678952	Peptidyl-prolyl cis-trans isomerase A	P62937	PPIA
29.5852012634277	29.5937747955322	29.7454147338867	28.1241569519043	28.0375823974609	28.2442245483398	29.854211807251	29.9012432098389	29.9963111877441	+	D492M_D492_HER2	4.77577538695729	0	-1.7819341023763	-24.3932186663043	L-lactate dehydrogenase A chain	P00338	LDHA
29.5805549621582	29.6042938232422	29.7894725799561	29.5390472412109	29.660457611084	29.6048946380615	30.1865978240967	30.1483135223389	30.1961288452148	+	D492M_D492_HER2	3.95507877640378	0.00434042553191489	-0.575546900431316	-15.1417671209832	Glyceraldehyde-3-phosphate dehydrogenase	P04406	GAPDH
29.561107635498	30.2346649169922	30.2839431762695	30.3009471893311	30.15797996521	30.2396793365479	29.5508899688721	29.464937210083	29.90354347229	+	D492M_D492_HER2	1.87148525465586	0.0319796264855688	0.59307861328125	4.22315278630525	Histone H4	P62805	HIST1H4A
29.5477867126465	29.6258563995361	29.7525768280029	29.1746940612793	29.1144351959229	29.1522121429443	29.5260047912598	29.601037979126	29.4856777191162	+	D492M_D492_HER2	3.291564458175	0.00379831932773109	-0.390459696451824	-10.2484964574032	Tubulin beta-4B chain	P68371	TUBB4B
29.5334320068359	29.3500118255615	29.3839740753174	28.2045249938965	28.2439079284668	28.2481670379639	28.6428565979004	28.6508884429932	28.531852722168	+	D492M_D492_HER2	3.11293899781878	0.00552380952380952	-0.376332600911461	-9.21367536237917	Annexin A1	P04083	ANXA1
29.527982711792	29.5138053894043	29.5347499847412	29.5355834960938	29.4453163146973	29.5167007446289	29.6309146881104	29.6180515289307	29.439661026001			0.398675824981406	0.463951685958732	-0.0636755625406913	-0.94245404477615	Heat shock protein HSP 90-beta	P08238	HSP90AB1
29.4952983856201	29.4225196838379	29.3858261108398	27.135160446167	27.1548938751221	27.0162715911865	26.9850063323975	26.9915084838867	27.0063514709473			1.15881306607472	0.0848495897903373	0.107819875081383	2.46426876378916	14-3-3 protein sigma	P31947	SFN
29.4461250305176	29.3983783721924	29.3098201751709	28.8389701843262	28.7863121032715	28.7905750274658	29.2445869445801	29.1781673431396	29.3147754669189	+	D492M_D492_HER2	3.29485625636301	0.00386324786324786	-0.440557479858398	-10.2685482693671	Prelamin-A/C	P02545	LMNA
29.3107528686523	29.0745182037354	29.2623729705811	29.9698009490967	30.0590476989746	29.9886131286621	29.2052001953125	29.1679649353027	29.0411643981934	+	D492M_D492_HER2	3.97647471153362	0.00453333333333333	0.867710749308266	15.3321191430003	Cofilin-1	P23528	CFL1
29.2467861175537	29.641185760498	29.6582469940186	29.2465133666992	28.5251846313477	29.3258819580078	29.2393836975098	29.2928333282471	29.3074550628662			0.411322852347634	0.446888438133874	-0.247364044189453	-0.967995856737869	Actin, alpha skeletal muscle	P68133	ACTA1
29.2297458648682	29.1550388336182	29.0967025756836	29.4066333770752	29.4246025085449	29.4336051940918	29.5411167144775	29.5243053436279	29.3081722259521			0.183179935304032	0.771270979020979	-0.0362510681152344	-0.480647632151623	Eukaryotic initiation factor 4A-I	P60842	EIF4A1
29.2053165435791	29.1330070495605	29.0922222137451	29.5721397399902	29.5453395843506	29.6928367614746	29.3164386749268	29.2814693450928	29.4301376342773	+	D492M_D492_HER2	1.82333746452591	0.0329461663947798	0.260756810506184	4.08637001155057	Alpha-actinin-4	O43707	ACTN4
29.1809902191162	29.0821285247803	29.2057361602783	29.1549186706543	29.0809345245361	29.1484603881836	29.2962512969971	29.3174095153809	29.0733947753906			0.54723649782701	0.315900845070423	-0.100914001464844	-1.23732668124245	60 kDa heat shock protein, mitochondrial	P10809	HSPD1
29.125316619873	29.1256351470947	29.035852432251	28.8581008911133	28.7604026794434	28.7272186279297	28.7316589355469	28.6298904418945	28.8639316558838			0.19669976761881	0.753075230972283	0.0400803883870431	0.51177000806559	Profilin-1	P07737	PFN1
29.1018447875977	29.6394100189209	29.5881195068359	29.7050704956055	29.5580997467041	29.8998031616211	29.1964797973633	29.1445026397705	29.6234169006348			1.03585175117478	0.108242928452579	0.399524688720703	2.20559848119556	Histone H2B	B2R4S9	HIST1H2BI
29.0636825561523	29.0469512939453	29.0617790222168	28.7151565551758	28.403284072876	28.7430400848389	29.2620830535889	29.177619934082	28.8287487030029			1.28160390757413	0.0712148760330578	-0.468990325927734	-2.73288449491848	Nucleophosmin	P06748	NPM1
29.0139045715332	29.2516689300537	29.1165180206299	24.6811561584473	24.5754833221436	23.7542991638184	25.7604026794434	25.8019332885742	25.3658962249756	+	D492M_D492_HER2	1.80226685356494	0.0340794912559618	-1.30576451619466	-4.02747983323041	Protein S100-A2	P29034	S100A2
29.0058708190918	29.0817718505859	29.1731948852539	29.2945213317871	29.2847595214844	29.4024314880371	29.4722785949707	29.5624370574951	29.5025444030762	+	D492M_D492_HER2	1.79915819748306	0.0342658227848101	-0.185182571411133	-4.01884050741075	Triosephosphate isomerase	P60174	TPI1
29.0005626678467	29.0677146911621	29.0070209503174	28.9717769622803	28.9293975830078	28.9723243713379	28.7967147827148	28.8836975097656	28.716890335083			1.46641413847707	0.0509035294117647	0.158732096354168	3.16057038745396	Exportin-2	P55060	CSE1L
28.9965267181396	29.0134773254395	28.9609394073486	28.9230060577393	28.9677429199219	29.0012607574463	29.4019432067871	29.4379959106445	29.3683643341064	+	D492M_D492_HER2	3.87874396203393	0.00384905660377359	-0.438764572143555	-14.4811587694259	78 kDa glucose-regulated protein	P11021	HSPA5
28.9735012054443	29.1806812286377	29.1476345062256	29.6199932098389	29.4837951660156	29.4572467803955	28.5148391723633	28.5563278198242	28.9788284301758	+	D492M_D492_HER2	2.2290213760722	0.0183123543123543	0.837013244628906	5.34593470707404	Histone H2A type 2-C	Q16777	HIST2H2AC
28.8879737854004	28.8599681854248	28.9912109375	29.2418632507324	29.0745944976807	29.098560333252	29.0338325500488	29.0716571807861	28.8086681365967			0.792361276563081	0.184547570157426	0.166953404744465	1.71601007949363	Heterogeneous nuclear ribonucleoprotein A1	F8W6I7	HNRNPA1
28.8810443878174	28.8216209411621	28.8396301269531	28.6432018280029	28.6314525604248	28.7278671264648	28.7705841064453	28.8530235290527	28.8546276092529	+	D492M_D492_HER2	1.73914720143152	0.0369189189189189	-0.158571243286133	-3.85448198236347	Clathrin heavy chain 1	Q00610	CLTC
28.8775978088379	28.9096775054932	28.9205379486084	28.1238117218018	28.2113189697266	28.1716918945313	28.5494403839111	28.600170135498	28.548999786377	+	D492M_D492_HER2	3.69946897800656	0.00295652173913043	-0.397262573242188	-13.0374891929614	Transketolase	P29401	TKT
28.816104888916	28.7739505767822	28.7542667388916	29.2589874267578	29.3135013580322	29.2407722473145	29.0043182373047	28.9346370697021	28.9223251342773	+	D492M_D492_HER2	3.15423096779165	0.00499290780141844	0.31732686360677	9.44385157917591	Transitional endoplasmic reticulum ATPase	P55072	VCP
28.7668304443359	28.9922924041748	28.9230346679688	28.8328285217285	28.9085903167725	28.8672351837158	28.8169593811035	28.9210758209229	28.8808116912842			0.0305954071512956	0.957846743295019	-0.0033976236979143	-0.0908549619446365	14-3-3 protein epsilon	P62258	YWHAE
28.7223739624023	28.7900161743164	28.8757247924805	28.6722946166992	28.6861896514893	28.8432903289795	28.5163059234619	28.4541110992432	28.4540328979492	+	D492M_D492_HER2	1.93886513309698	0.0287739602169982	0.259108225504558	4.41992336906728	Nucleoside diphosphate kinase	Q32Q12	NME1-NME2
28.7004146575928	28.6778144836426	28.7439384460449	29.3667392730713	29.2428169250488	29.3414688110352	29.6535396575928	29.6232242584229	29.7958946228027	+	D492M_D492_HER2	2.33692785001372	0.0161578947368421	-0.373877843221031	-5.72655104287765	Fructose-bisphosphate aldolase A	P04075	ALDOA
28.6984615325928	28.7663249969482	28.5517883300781	27.6744499206543	27.6649227142334	27.5391216278076	28.0279140472412	27.9698848724365	28.0693798065186	+	D492M_D492_HER2	2.78876836470008	0.0127860262008734	-0.396228154500328	-7.57750758444061	Fascin	Q16658	FSCN1
28.6781845092773	28.5863838195801	28.3950519561768	28.6228580474854	28.8051357269287	28.772253036499	28.6755619049072	28.5040416717529	28.508846282959			1.00641027126817	0.113908286403862	0.170598983764648	2.14498340837252	Prothymosin alpha	B8ZZQ6	PTMA
28.6639728546143	28.4605312347412	28.4892234802246	28.3407039642334	28.3944396972656	28.3413410186768	28.6681060791016	28.6250553131104	28.4073429107666			1.18319644691492	0.0812847805788982	-0.208006540934242	-2.5167310321726	40S ribosomal protein SA (Fragment)	C9J9K3	RPSA
28.6191883087158	28.6247425079346	28.5976867675781	28.6970710754395	28.6989250183105	28.665599822998	28.8396911621094	28.7819747924805	28.9322452545166	+	D492M_D492_HER2	1.65832939392606	0.0402181818181818	-0.164105097452801	-3.64014004316921	Endoplasmin	P14625	HSP90B1
28.5626373291016	28.38743019104	28.4210147857666	28.4701461791992	28.4821224212646	28.4595146179199	28.3728942871094	28.4115505218506	28.1627426147461			0.933243800553752	0.135621662852784	0.154865264892578	1.99624545695777	T-complex protein 1 subunit beta	P78371	CCT2
28.5517158508301	28.4997901916504	28.4869632720947	28.6562538146973	28.7017707824707	28.677713394165	28.6644821166992	28.6488342285156	28.6268672943115			0.867414372690499	0.154826434277415	0.0318514506022147	1.86443641734449	Heterogeneous nuclear ribonucleoprotein K	P61978	HNRNPK
28.5445098876953	28.3192405700684	28.3965225219727	20.779806137085	22.5545921325684	21.1479930877686	22.8055782318115	22.9621334075928	23.211856842041			1.27044198953092	0.0717387755102041	-1.49905904134115	-2.70799294492897	Serpin B5	P36952	SERPINB5
28.5399703979492	28.5089588165283	28.5918846130371	28.2370376586914	28.1686344146729	28.241455078125	28.7180671691895	28.6252288818359	28.4255847930908	+	D492M_D492_HER2	1.85647689686383	0.0326499162479062	-0.37391789754232	-4.18018061105318	60S acidic ribosomal protein P2	P05387	RPLP2
28.5360107421875	28.4051933288574	28.3097324371338	28.3837280273438	28.2943458557129	28.3668632507324	28.0839042663574	28.0130252838135	28.1215915679932	+	D492M_D492_HER2	2.55335314140867	0.0142222222222222	0.275472005208332	6.55770423422885	Alpha-actinin-1	P12814	ACTN1
28.5293235778809	28.566125869751	28.4877300262451	28.1595687866211	27.9382038116455	28.4732456207275	28.1233196258545	28.3246154785156	28.4859657287598			0.25675538174462	0.660394340483797	-0.120960871378582	-0.645676388102824	Nucleolin	P19338	NCL
28.4991436004639	28.4673099517822	28.4691371917725	28.1549434661865	28.1554260253906	28.1818675994873	28.7781238555908	28.8116111755371	28.9744873046875	+	D492M_D492_HER2	3.45160744635334	0.00496703296703297	-0.690661748250328	-11.267369403672	Phosphoglycerate kinase 1	P00558	PGK1
28.4728984832764	28.0740337371826	28.239725112915	27.9325828552246	27.8000202178955	27.8502521514893	28.2185878753662	28.3186378479004	28.1359920501709	+	D492M_D492_HER2	2.28892779064446	0.01773	-0.363454182942711	-5.5546220815545	Tubulin beta-8 chain	Q3ZCM7	TUBB8
28.4705715179443	28.2913188934326	28.2310981750488	27.934103012085	27.8843688964844	27.8745517730713	28.2869205474854	28.182056427002	28.0044250488281			1.43221178668464	0.0535588571428571	-0.260126113891602	-3.07907677333927	Heat shock 70 kDa protein 1B	P0DMV9	HSPA1B
28.4477405548096	28.5719223022461	28.5963363647461	28.6141414642334	28.5054054260254	28.6078071594238	28.8853282928467	28.8428707122803	28.7163333892822	+	D492M_D492_HER2	1.74448640771439	0.0368653555219365	-0.239059448242188	-3.86892136717183	Peroxiredoxin-1	Q06830	PRDX1
28.428503036499	28.5347499847412	28.6289176940918	28.7855014801025	28.8170204162598	28.7308502197266	28.5350456237793	28.5989646911621	28.7280616760254			1.18926187215918	0.0808603773584906	0.157100041707359	2.52984597322874	Annexin A5	P08758	ANXA5
28.3898525238037	28.4028377532959	28.5019931793213	28.5065402984619	28.236536026001	28.4228610992432	28.5647087097168	28.3832740783691	28.4462432861328			0.326151353202521	0.559925465838509	-0.0760962168375627	-0.793503460291605	Heterogeneous nuclear ribonucleoproteins A2/B1	P22626	HNRNPA2B1
28.33815574646	28.3800563812256	28.4356327056885	27.855073928833	27.8505516052246	27.7861251831055	27.6180686950684	27.6722259521484	27.5978984832764	+	D492M_D492_HER2	2.51403699588629	0.0146366559485531	0.201185862223308	6.3995740193843	ATP synthase subunit beta, mitochondrial	P06576	ATP5B
28.2541275024414	28.2786140441895	28.278657913208	28.3756313323975	28.248348236084	28.4374198913574	28.486349105835	28.4315738677979	28.4966316223145			0.929221207019017	0.136547112462006	-0.117718378702801	-1.98814024156473	Heterogeneous nuclear ribonucleoprotein U	Q00839	HNRNPU
28.2374935150146	28.4324111938477	28.4952220916748	28.4663772583008	28.4441909790039	28.4922065734863	28.4995250701904	28.4497108459473	28.6063957214355			0.455201457762992	0.399051914001049	-0.0509522755940779	-1.05584572783749	Ubiquitin-like modifier-activating enzyme 1	P22314	UBA1
28.2126178741455	27.9987869262695	28.0157928466797	27.4289417266846	27.715482711792	27.8488216400146	28.2418632507324	28.1638927459717	28.0167484283447	+	D492M_D492_HER2	1.56195170886255	0.0448442728442728	-0.476419448852539	-3.39438784736002	40S ribosomal protein S3	P23396	RPS3
28.19065284729	28.1254386901855	28.1809673309326	28.1333503723145	28.3215656280518	28.1907939910889	28.1944618225098	28.1173858642578	28.1281452178955			0.492641413044792	0.365741970604246	0.0685723622639962	1.13003794317665	GTP-binding nuclear protein Ran	P62826	RAN
28.1756477355957	28.234619140625	28.2313709259033	28.4880752563477	28.4372615814209	28.4070987701416	28.8084850311279	28.8085765838623	29.0298633575439	+	D492M_D492_HER2	2.31737553801228	0.0169948186528497	-0.43816312154134	-5.65600111732807	Transgelin-2	P37802	TAGLN2
28.1722640991211	28.354642868042	28.2630672454834	28.0790786743164	27.9716930389404	28.1017932891846	28.2523231506348	28.3495903015137	28.1631259918213			1.41581992596012	0.0563348416289593	-0.204158147176109	-3.04041468157199	Eukaryotic translation initiation factor 5A-1	P63241	EIF5A
28.1660022735596	28.159761428833	28.090633392334	28.0026550292969	28.0906829833984	28.091287612915	28.3783626556396	28.3924331665039	28.2670478820801	+	D492M_D492_HER2	2.34556087915887	0.0163733333333333	-0.284406026204429	-5.75793004449387	Receptor of activated protein C kinase 1	P63244	RACK1
28.1510276794434	27.89475440979	27.887451171875	26.3499774932861	26.3549957275391	26.2969818115234	25.8787899017334	25.8018093109131	25.8345584869385	+	D492M_D492_HER2	4.16170493301771	0.00284210526315789	0.495599110921226	17.0804439807552	Glycogen phosphorylase, brain form	P11216	PYGB
28.142240524292	28.0676364898682	27.9660377502441	28.1017932891846	28.1566791534424	28.0628089904785	28.1090869903564	28.0423393249512	28.0128650665283			0.593933878410445	0.27988358556461	0.0523300170898438	1.32855338548637	T-complex protein 1 subunit theta	P50990	CCT8
28.1280975341797	27.9832668304443	28.093053817749	28.1671524047852	28.1180782318115	28.2016773223877	28.0315475463867	28.0581188201904	27.9059257507324			1.441023466729	0.052983908045977	0.163771947224937	3.09996493426591	T-complex protein 1 subunit gamma	P49368	CCT3
28.0873985290527	28.0855770111084	28.1807289123535	28.1668643951416	28.277063369751	28.1683959960938	28.1418495178223	28.2020511627197	28.2410907745361			0.0684030627296379	0.910664031620553	0.00911076863607008	0.195851484499552	Cytoplasmic dynein 1 heavy chain 1	Q14204	DYNC1H1
28.0797901153564	27.9977645874023	27.9568748474121	28.1269645690918	28.169303894043	28.0443210601807	28.0788745880127	28.0734710693359	27.8246879577637			0.591648595634513	0.281005807200929	0.121185302734375	1.32409634121529	T-complex protein 1 subunit epsilon	P48643	CCT5
28.0772972106934	28.1656188964844	27.9924259185791	28.5809326171875	28.6356105804443	28.8391208648682	28.9668617248535	28.9720497131348	29.0178108215332	+	D492M_D492_HER2	1.69820820948032	0.0381391304347826	-0.300352732340492	-3.74492732028114	Phosphoglycerate mutase 1	P18669	PGAM1
28.0763282775879	28.2233848571777	28.3856201171875	28.1815357208252	28.1696872711182	28.3094730377197	28.3077812194824	28.2960090637207	28.3803462982178			0.972442300169427	0.122747853239657	-0.107813517252605	-2.07561008794562	L-lactate dehydrogenase B chain	P07195	LDHB
28.0666103363037	27.9984111785889	27.9222393035889	27.8494186401367	27.8884963989258	27.7222099304199	28.1650447845459	28.1418018341064	28.1221828460693	+	D492M_D492_HER2	2.47512412781434	0.014390092879257	-0.322968165079754	-6.24627956935795	60S acidic ribosomal protein P0	P05388	RPLP0
28.0497303009033	28.0424423217773	27.9089622497559	27.9899387359619	27.923770904541	28.0181293487549	28.1660022735596	28.0626029968262	27.9302711486816			0.440455092136078	0.417719626168224	-0.0756791432698556	-1.02644321647043	Stress-70 protein, mitochondrial	P38646	HSPA9
28.0333347320557	28.0139312744141	28.0633735656738	27.9215030670166	28.1702117919922	28.0473403930664	27.9810905456543	27.9893436431885	27.8631916046143			0.545159922681863	0.317138047138047	0.101809819539387	1.2332606425069	T-complex protein 1 subunit delta	P50991	CCT4
28.0214691162109	28.0348033905029	27.9640560150146	27.6915225982666	27.6517105102539	27.77077293396	27.4314136505127	27.440393447876	27.5970458984375	+	D492M_D492_HER2	1.54483926044912	0.0458582278481013	0.215051015218101	3.35181419549115	Moesin	P26038	MSN
28.0154209136963	27.9762897491455	28.0096664428711	28.0442695617676	28.0657901763916	27.9593639373779	27.7195358276367	27.7737922668457	27.8802280426025	+	D492M_D492_HER2	1.80974326146979	0.034099518459069	0.231955846150715	4.04830912314659	DNA-dependent protein kinase catalytic subunit	P78527	PRKDC
27.9703235626221	28.3294563293457	29.2407722473145	29.1445274353027	28.6299266815186	29.1969718933105	28.2077865600586	28.6323890686035	29.5052337646484			0.188864672501064	0.764119193689746	0.208672205607098	0.493782965090711	Histone H3.1	P68431	HIST1H3A
27.9587001800537	27.8676166534424	27.7663555145264	27.3636093139648	27.4651317596436	27.2789688110352	27.8535289764404	27.783317565918	27.9835929870605	+	D492M_D492_HER2	2.49743728259921	0.0143596214511041	-0.504243214925129	-6.33379420760339	Chloride intracellular channel protein 1	O00299	CLIC1
27.9545459747314	27.9532146453857	28.0343322753906	27.8458347320557	27.8231086730957	27.7948265075684	27.9966888427734	27.9992713928223	27.9398288726807	+	D492M_D492_HER2	2.52814298160956	0.0149736842105263	-0.157339731852215	-6.45592889723345	40S ribosomal protein S4, X isoform	P62701	RPS4X
27.9498252868652	27.681303024292	27.7892379760742	27.7617359161377	27.8852405548096	27.8501930236816	27.6037101745605	27.673978805542	27.4450588226318	+	D492M_D492_HER2	1.54449360800758	0.0458002528445006	0.258140563964844	3.35095744418548	Elongation factor 1-delta	P29692	EEF1D
27.9224090576172	27.9100494384766	27.9564304351807	28.1479263305664	28.1527214050293	28.1326637268066	28.3556079864502	28.3466758728027	28.4831237792969	+	D492M_D492_HER2	2.3117698147786	0.0169072164948454	-0.250698725382488	-5.63590579018064	Protein disulfide-isomerase	P07237	P4HB
27.9028816223145	27.6028614044189	27.6929874420166	27.9107360839844	27.9147338867188	27.7368602752686	27.1896171569824	27.1878242492676	27.3321056365967	+	D492M_D492_HER2	2.91167761528947	0.00934736842105263	0.617594401041664	8.16389834191378	Glutathione S-transferase P	P09211	GSTP1
27.9009265899658	27.8690891265869	27.8709125518799	27.8945217132568	28.003942489624	27.618278503418	28.0022258758545	28.0674324035645	27.9268836975098			0.586420138204249	0.283993055555556	-0.159933090209961	-1.31389687906395	Tubulin beta chain	Q5JP53	TUBB
27.8952159881592	27.8508491516113	27.7108936309814	28.1761703491211	27.9028816223145	28.1413631439209	28.0712738037109	28.0340175628662	27.9697189331055			0.206208828066836	0.740984915705413	0.0484682718912772	0.533425180970411	Calmodulin	P62158	CALM1
27.8840179443359	27.8763103485107	27.838098526001	27.4563846588135	27.3207912445068	27.5395641326904	27.4291019439697	27.3957462310791	27.5759296417236			0.121076191789719	0.844714816343376	-0.0280125935872384	-0.331795999051413	14-3-3 protein zeta/delta	P63104	YWHAZ
27.8679714202881	27.5453205108643	27.8061199188232	27.4430847167969	27.2787017822266	27.2657070159912	27.4464797973633	27.2600631713867	27.28515625			0.00562710101500339	0.9927065913371	-0.00140190124511719	-0.0171654535330603	Thioredoxin	P10599	TXN
27.8655548095703	27.7103023529053	27.6257514953613	27.9625110626221	27.9518814086914	27.9854393005371	27.8940010070801	27.8540630340576	27.7086601257324			1.21376141194113	0.0780621359223301	0.147702534993492	2.58308961110723	T-complex protein 1 subunit alpha	P17987	TCP1
27.8576278686523	28.1497688293457	28.3811302185059	27.2217712402344	27.1059951782227	26.9571514129639	26.9295387268066	27.0706081390381	26.9979801177979			0.478485453454507	0.378691065662002	0.0955969492594413	1.10205647210562	Protein S100-A10	P60903	S100A10
27.8181800842285	27.7671146392822	27.6963081359863	28.161828994751	28.1226768493652	28.2780818939209	27.7861881256104	27.7882423400879	27.7327270507813	+	D492M_D492_HER2	2.95027192462293	0.00954545454545454	0.418476740519207	8.35630438627013	Elongation factor 1-gamma	P26641	EEF1G
27.8011322021484	27.6288833618164	27.7598323822021	27.6329097747803	27.6347808837891	27.6133689880371	27.8302001953125	27.7272186279297	27.7762432098389	+	D492M_D492_HER2	2.10809701729153	0.0202025316455696	-0.150867462158203	-4.94362861760456	Poly(rC)-binding protein 1	Q15365	PCBP1
27.7974262237549	27.6974353790283	27.7057628631592	28.19140625	28.1672477722168	28.1549911499023	28.3725624084473	28.3116836547852	28.4313354492188	+	D492M_D492_HER2	2.2872498264125	0.0176417910447761	-0.200645446777344	-5.54868876628792	Protein disulfide-isomerase A3	P30101	PDIA3
27.7949504852295	27.5572776794434	27.5787391662598	28.0240077972412	28.0028171539307	28.0896224975586	28.1035957336426	28.1057949066162	27.9560985565186			0.105193871827679	0.867268711656442	-0.0163472493489607	-0.291887372579639	Ubiquitin-40S ribosomal protein S27a	P62979	RPS27A
27.7888660430908	27.7688808441162	27.7125339508057	27.894811630249	27.8300189971924	27.90403175354	27.6561508178711	27.6762676239014	27.6740455627441	+	D492M_D492_HER2	2.99678458023475	0.00913953488372093	0.207466125488281	8.59366730553931	Malate dehydrogenase, mitochondrial	P40926	MDH2
27.7747364044189	27.9003505706787	27.9262619018555	28.0084381103516	27.9175815582275	27.9548244476318	28.3603477478027	28.387882232666	28.2571887969971	+	D492M_D492_HER2	2.84788630896655	0.0107177033492823	-0.374858220418293	-7.85465158143289	ATP-citrate synthase	P53396	ACLY
